Review,Varietal
"I preach a lot about bringing the Old World style to the New World in the form of acid and balance, but sometimes I just want some fruit! Whether I'm cooking a giant rib roast or it's 20 degrees outside, sometimes the occasion calls for something more robust and fruit-driven then the high-acid, spicy reds that typically grace my wine fridge, and that is where the Austin Hope Cab Sauv steps in! Paso Robles never disappoints when it comes to bringing the fruit, and the Austin Hope is full of copious amounts of blackberry, blueberry, plum and cocoa. Top this off with a palate that is a touch brighter than its obvious competitor and close comparison, all the while still delivering the intense, rich black fruit and mocha that big Cali Cab drinkers want and drink.
",Cabernet Sauvignon and Blends
"Cabernet drinkers looking for an intensely rich, decadent, and seductive Cabernet will love this wine! It is loaded with flavors of espresso bean, vanilla, blackberry jam and plums. The finish is velvety with sweet flavors of raisins and chocolate that linger. This is very much made in a style similar to Caymus Cabernet. I would say this wine even takes that style a step further. Lots of wine here for under $50!
",Cabernet Sauvignon and Blends
"I never thought that I would be able to say this, but St. Estephe is the home of value for thoroughbred Bordeaux! This concentrated, even chocolaty, exotic claret  has power and dark fruit to spare. It also has a surprisingly elegant, long, dry finish and very good complexity. If you are looking for a great bargain in 2015 for the cellar, look no further!
",Cabernet Sauvignon and Blends
"This is phenomenal wine for the price-so sweet, warm and fresh with plenty of ripe, fine tannin on the finish. Decant this tonight or lay some away for 10+ years.
",Cabernet Sauvignon and Blends
"The first wine we tasted on the 2016 Bordeaux trip and we loved it. In fact we preferred it to the Marquis de Calon. It has just arrived and wow is it good. These 15s are easy to drink, but they are young so decant one hour on this one. It is sweet and silky. The finish screams St Estephe.  Great balance and tremendous depth of flavor for just over $20.  Buy a case and taste it in three years.
",Cabernet Sauvignon and Blends
"A good, go-to Bordeaux keeps us all happy.  Chateau Capbern of St Estephe delivers in a bright, energetic profile bursting with fresh cherries, violets, spicy notes and a skosh of mineral in the background echoes.  On the palate the cherries remain dominate, filling your mouth with a juicy, savory charisma accented with blackberry, bramble and  dark toast  on a well structured frame.
",Cabernet Sauvignon and Blends
"The K&L team (myself included) tasted this back at the chateau in 2016 when the wine was still being finished and about fell over ourselves, gushing about the superb quality of the 2015 Capbern (and the vintage as a whole). Now that the wine is in bottle and on our shelves, it's even better. It may seem like a shame to drink a Bordeaux this young in its youth (and the Capbern will definitely reward patience), but the wine tastes SOOOO GOOD right now. The pretty, fleshy, concentrated fruit is lush and supple on the palate and the tannins are fine, almost chewy. Not only should you buy a bottle of the 2015 Capbern because it's a great wine for a great price from a great producer, you should use it as a bellweather for the vintage. 2015 is the best Bordeaux vintage since 2009 in my opinion and the wines are fruit-forward, yet never over the top; they're approachable yet nuanced and complex. Example number one is the 2015 Capbern: the best bang for your buck Bordeaux thus far at K&L from this fantastic harvest.
",Cabernet Sauvignon and Blends
"Within seconds of tasting Ch. Capbern at Calon Segur on April 2nd 2016 the entire K&L team was in full agreement to buy all we could get our hands on! This is a wine of great freshness and fruit, and will be joy to drink young. A Fantastic Value! Ralph Sands
",Cabernet Sauvignon and Blends
"This is showing wonderfully, with lots of firm cherry and blackberry fruits, a touch of licorice and baking spice, and just a hint of smokey game. The tannins have developed perfectly so far.  It is still quite youthful and will continue to age nicely for several more years.
",Cabernet Sauvignon and Blends
"Another one of our beautifully matured Bordeaux's that can be had for next to nothing.  Well, for under $15 but you get the idea.  Soft, complex and showing those secondary notes from the bottle age, this wine is one of my new favorites.  Sweet dark fruit, savory, earthy and well balanced.  What more could you ask for?
",Cabernet Sauvignon and Blends
"From the portfolio of Bernard Magrez, owner of Chateau Pape Clement in Pessac-Leognan. While it might be too much to suggest that there is a ""Magrez"" style, it is true that many of his wines adopt a ""take no prisoners"" approach, combining toasty oak with a certain generosity of fruit. This 2004 Ch. La Temperance, Haut Medoc is no exception. There is a hint of age beginning to emerge on the nose here, with savory truffle notes combining with hints of roasted coffee. Plenty of sweet, ripe red and black fruits on the palate but with good underlying structure. The bright acidity and firm tannins are evident. A typical if slightly modern style Bordeaux to enjoy with tonight's dinner. Decant and enjoy!
",Cabernet Sauvignon and Blends
"Fully matured Bordeaux for less than fifteen bucks?  Yes, it exists.  This attractively priced, right-bank bottling is showing notes of blackcurrant, dark fruit and an undertone of that classic Medoc terroir that I can only describe as sweet-dirt.  Mmmmmm.  Go getcha some!
",Cabernet Sauvignon and Blends
